step,total_steps,loss,kd_kl,stop_anchor,steer,steer_rep,rep_kl,rep_traj,lr,grad_norm,mem_gib,mem_peak_gib,s_per_step
85,2929,0.6465,0.4275,0.0126,0.0001,0.0021,,0.0,0.000291,3.45,32.4,91.6,62.7
90,2929,0.5629,0.4167,0.0246,0.0001,0.0,,0.0,0.000308,0.89,32.4,91.6,62.6
95,2929,0.5847,0.3846,0.0111,0.0,0.0,,0.0,0.000325,1.2,32.4,91.6,62.4
100,2929,0.5927,0.4191,0.0134,0.0001,0.0,,0.0,0.000342,0.99,32.4,91.6,62.3
105,2929,0.6509,0.4289,0.0173,0.0,0.0,,0.0,0.00036,1.64,32.4,91.6,64.1
110,2929,0.6625,0.4297,0.0106,0.0001,0.0,,0.0,0.000377,0.87,32.4,91.6,63.9
115,2929,0.5365,0.3667,0.0205,0.0001,0.0,,0.0,0.000394,0.86,32.4,91.6,63.7
120,2929,0.6689,0.4289,0.0129,0.0001,0.114,,0.0113,0.000411,1.7,32.4,91.6,63.6
125,2929,0.6392,0.4267,0.009,0.0001,0.0121,,0.0,0.000428,0.98,32.4,91.6,63.5
130,2929,0.4825,0.3544,0.0103,0.0001,0.0,,0.0,0.000445,0.81,32.4,91.6,63.4
135,2929,0.722,0.4697,0.0406,0.0,0.0,,0.0,0.000462,0.57,32.4,91.6,63.3
140,2929,0.5893,0.3781,0.0063,0.0001,0.0,,0.0,0.000479,0.67,32.4,91.6,63.2
145,2929,0.616,0.4123,0.0104,0.0,0.0,,0.0,0.000497,0.76,32.4,91.6,63.1
150,2929,0.4504,0.3298,0.0093,0.0,0.0,,0.0,0.0005,2.2,32.4,91.6,63.0
155,2929,0.7833,0.5923,0.0085,0.0,0.0,,0.0,0.0005,0.76,32.4,91.6,64.0
160,2929,0.5302,0.355,0.0074,0.0,0.0,,0.0,0.0005,0.58,32.4,91.6,63.8
165,2929,0.6892,0.4613,0.0102,0.0,0.0,,0.0,0.0005,1.23,32.4,91.6,63.8
170,2929,0.4595,0.3335,0.0067,0.0,0.0,,0.0,0.0005,0.64,32.4,91.6,63.7
175,2929,0.5074,0.3624,0.0063,0.0,0.0,,0.0,0.0005,1.05,32.4,91.6,63.6
180,2929,0.6716,0.4365,0.0074,0.0,0.0044,,0.0,0.0005,1.2,32.4,91.6,63.5
185,2929,0.8322,0.5351,0.0047,0.0001,0.0,,0.0,0.0005,1.25,32.4,91.6,63.4
190,2929,0.5339,0.3821,0.0051,0.0,0.0,,0.0,0.0005,0.73,32.4,91.6,63.3
195,2929,0.5083,0.3743,0.0063,0.0001,0.0,,0.0,0.0005,0.7,32.4,91.6,63.3
200,2929,0.4801,0.3545,0.008,0.0002,0.0,,0.1138,0.0005,0.68,32.4,91.6,63.2
205,2929,0.5746,0.4037,0.0068,0.0,0.0,,0.0,0.0005,0.71,32.4,91.6,64.1
210,2929,0.5879,0.4287,0.011,0.0001,0.0,,0.0,0.000499,4.46,32.4,91.6,64.0
215,2929,0.7546,0.5492,0.0123,0.0093,0.0,,0.0,0.000499,1.33,32.4,91.6,63.9
220,2929,0.5984,0.4959,0.013,0.0003,0.0,,0.0,0.000499,0.66,32.4,91.6,63.8
225,2929,0.7618,0.5192,0.0095,0.0004,0.0,,0.0,0.000499,1.02,32.4,91.6,63.8
230,2929,0.6324,0.4866,0.0062,0.0,0.0,,0.0,0.000499,3.64,32.4,91.6,63.7
235,2929,2.4854,2.2741,0.1646,0.1299,0.0,,0.0522,0.000499,1.55,32.4,91.6,63.6
240,2929,2.4836,2.3045,0.0781,0.5414,0.0,,0.0,0.000499,139.57,32.4,91.6,63.5
245,2929,1.1938,0.7958,0.1759,1.5199,0.0,,0.0,0.000499,1.92,32.4,91.6,63.5
250,2929,0.6944,0.5239,0.1014,0.0074,0.0037,,0.0,0.000498,2.29,32.4,91.6,63.4
255,2929,0.6558,0.525,0.017,0.0005,0.0,,0.0,0.000498,1.39,32.4,91.6,64.0
260,2929,0.8103,0.5914,0.007,0.0,0.0,,0.0,0.000498,1.46,32.4,91.6,63.9
265,2929,1.0823,0.5975,0.0399,3.3748,0.0,,0.0,0.000498,1.27,32.4,91.6,63.9
270,2929,0.7815,0.6323,0.0146,0.0,0.0003,,0.0,0.000498,1.4,32.4,91.6,63.8
275,2929,0.7714,0.5937,0.012,0.0,0.0,,0.0,0.000498,0.78,32.4,91.6,63.7
280,2929,0.8716,0.6826,0.0156,0.0,0.0,,0.0,0.000497,1.57,32.4,91.6,63.7
285,2929,0.9958,0.8081,0.1762,0.0218,0.0,,0.0038,0.000497,7.83,32.4,91.6,63.6
290,2929,0.9309,0.7294,0.023,0.0,0.0,,0.0,0.000497,1.5,32.4,91.6,63.6
295,2929,0.7437,0.6309,0.0128,0.0,0.0,,0.0,0.000497,2.05,32.4,91.6,63.5
300,2929,0.7404,0.5987,0.0129,0.0,0.0,,0.0448,0.000497,1.06,32.4,91.6,63.5
305,2929,0.8501,0.7382,0.04,0.0,0.003,,0.0,0.000496,1.16,32.4,91.6,64.0
310,2929,0.8595,0.6666,0.0107,0.0,0.0,,0.0,0.000496,3.79,32.4,91.6,64.0
315,2929,0.7426,0.5805,0.0112,0.0,0.0,,0.0,0.000496,0.91,32.4,91.6,63.9
320,2929,0.7176,0.5673,0.0067,0.0,0.0,,0.0,0.000496,1.4,32.4,91.6,63.8
325,2929,0.7858,0.6196,0.0117,0.0,0.0,,0.0,0.000495,1.57,32.4,91.6,63.8
330,2929,0.6433,0.5339,0.0086,0.0,0.0,,0.0,0.000495,0.67,32.4,91.6,63.8
335,2929,0.7746,0.6066,0.0069,0.0,0.0,,0.0,0.000495,1.42,32.4,91.6,63.7
340,2929,0.6151,0.5131,0.0069,0.0,0.0,,0.0,0.000495,0.99,32.4,91.6,63.7
345,2929,1.7843,1.3811,0.1311,0.0,0.0439,,0.0,0.000494,3.37,32.4,91.6,63.6
350,2929,0.7796,0.6483,0.02,0.0,0.0,,0.0,0.000494,2.85,32.4,91.6,63.6
355,2929,1.0283,0.8539,0.0116,0.0,0.0,,0.0,0.000494,1.92,32.4,91.6,64.0
360,2929,0.8862,0.7441,0.0098,0.0,0.0,,0.0,0.000493,1.12,32.4,91.6,63.9
365,2929,0.9336,0.8272,0.0163,0.0,0.0,,0.0,0.000493,1.33,32.4,91.6,63.9
370,2929,0.894,0.7344,0.0073,0.0,0.0,,0.0,0.000493,1.93,32.4,91.6,63.9
375,2929,1.2057,1.0099,0.0183,0.0,0.0,,0.0,0.000493,1.11,32.4,91.6,63.8
380,2929,0.7447,0.6519,0.0076,0.0,0.0,,0.0,0.000492,1.53,32.4,91.6,63.8
385,2929,1.3963,1.1599,0.0123,0.0,0.0,,0.0,0.000492,12.53,32.4,91.6,63.7
390,2929,0.9541,0.7966,0.0217,0.0,0.0324,,0.1681,0.000492,4.09,32.4,91.6,63.7
395,2929,0.9649,0.8039,0.0106,0.0,0.0,,0.0,0.000491,2.49,32.4,91.6,63.7
400,2929,1.1203,0.9377,0.0098,0.0,0.0009,,0.0,0.000491,4.08,32.4,91.6,63.6
405,2929,0.9217,0.787,0.016,0.0,0.0068,,0.0334,0.00049,1.09,32.4,91.6,64.1
410,2929,1.0198,0.869,0.0056,0.0,0.0,,0.0,0.00049,1.66,32.4,91.6,64.0
415,2929,1.0318,0.8455,0.0067,0.0,0.0,,0.0,0.00049,1.52,32.4,91.6,64.0
420,2929,1.0919,0.9149,0.0093,0.0001,0.0,,0.0,0.000489,1.78,32.4,91.6,63.9
425,2929,1.365,1.1726,0.0544,0.0001,0.0004,,0.0,0.000489,2.05,32.4,91.6,63.9
430,2929,0.8698,0.7574,0.0077,0.0,0.0,,0.0,0.000489,1.29,32.4,91.6,63.9
435,2929,1.1434,0.9437,0.0193,0.0002,0.0,,0.0625,0.000488,1.4,32.4,91.6,63.8
440,2929,0.9703,0.8626,0.0144,0.0,0.0,,0.0,0.000488,2.07,32.4,91.6,63.8
445,2929,0.9307,0.7999,0.0224,0.0021,0.0,,0.0,0.000487,1.75,32.4,91.6,63.8
450,2929,1.5439,1.2825,0.09,0.0,0.001,,0.0,0.000487,1.48,32.4,91.6,63.7
455,2929,1.0421,0.8945,0.011,0.0,0.0,,0.0,0.000486,1.78,32.4,91.6,64.0
460,2929,1.183,1.0379,0.0133,0.0,0.0,,0.0,0.000486,81.69,32.4,91.6,64.0
465,2929,1.881,1.7744,0.0242,0.0001,0.0087,,0.0,0.000486,1.34,32.4,91.6,64.0
470,2929,1.2276,1.041,0.0138,0.0,0.0,,0.0,0.000485,2.64,32.4,91.6,63.9
475,2929,1.1204,0.9492,0.0077,0.0,0.0,,0.0,0.000485,1.92,32.4,91.6,63.9
480,2929,1.0432,0.9056,0.0187,0.0,0.0,,0.0,0.000484,2.42,32.4,91.6,63.8
485,2929,1.1234,0.9771,0.0116,0.0,0.0,,0.0,0.000484,2.55,32.4,91.6,63.8
490,2929,0.9733,0.8388,0.0097,0.0,0.0007,,0.002,0.000483,0.94,32.4,91.6,63.8
495,2929,1.3045,1.1079,0.0079,0.0,0.0,,0.0,0.000483,2.75,32.4,91.6,63.8
500,2929,1.243,1.0703,0.0085,0.0,0.0,,0.0,0.000482,1.77,32.4,91.6,63.7
505,2929,1.2493,1.0938,0.0281,0.0,0.0,,0.0,0.000482,2.11,32.4,91.6,64.1
510,2929,1.0441,0.9074,0.006,0.0,0.0003,,0.0,0.000481,1.25,32.4,91.6,64.0
515,2929,1.3289,1.167,0.0555,0.0001,0.0,,0.0,0.000481,1.74,32.4,91.6,64.0
520,2929,1.2879,1.1178,0.0095,0.0,0.0,,0.0,0.00048,1.85,32.4,91.6,64.0
525,2929,1.3584,1.1174,0.1599,0.0265,0.0004,,0.0,0.00048,4.07,32.4,91.6,63.9
530,2929,1.1656,1.0172,0.0336,0.0,0.0,,0.0,0.000479,3.08,32.4,91.6,63.9
535,2929,2.1321,1.8266,0.0192,0.0,0.0,,0.0198,0.000479,3.13,32.4,91.6,63.9
540,2929,3.3395,3.1248,0.2673,0.0887,0.0,,0.0,0.000478,1.36,32.4,91.6,63.8
545,2929,1.412,1.2688,0.0136,0.0,0.0015,,0.0,0.000478,2.28,32.4,91.6,63.8
550,2929,1.1337,1.0064,0.015,0.0,0.0,,0.0,0.000477,1.83,32.4,91.6,63.8
555,2929,1.4674,1.2811,0.0132,0.0,0.0,,0.0,0.000476,3.17,32.4,91.6,64.0
560,2929,1.3489,1.2023,0.0082,0.0,0.0,,0.0,0.000476,1.27,32.4,91.6,64.0
565,2929,1.2548,1.0545,0.008,0.0,0.0,,0.0,0.000475,1.38,32.4,91.6,64.0
570,2929,1.3495,1.1533,0.0107,0.0,0.0,,0.0,0.000475,2.19,32.4,91.6,64.0
575,2929,1.054,0.9335,0.016,0.0,0.0001,,0.0,0.000474,1.57,32.4,91.6,63.9
580,2929,1.1196,1.0377,0.007,0.0,0.0,,0.0,0.000474,5.81,32.4,91.6,63.9
585,2929,1.5373,1.405,0.0183,0.0,0.0,,0.0,0.000473,1.19,32.4,91.6,63.9
590,2929,1.1724,1.0538,0.0074,0.0,0.0,,0.0,0.000472,2.58,32.4,91.6,63.8
595,2929,1.0018,0.894,0.01,0.0,0.0013,,0.0,0.000472,4.07,32.4,91.6,63.8
600,2929,1.0572,0.9346,0.0106,0.0,0.0,,0.0,0.000471,1.44,32.4,91.6,63.8
605,2929,1.0333,0.9323,0.0096,0.0,0.0,,0.0,0.00047,1.17,32.4,91.6,64.1
610,2929,1.0014,0.9031,0.0065,0.0,0.0,,0.0022,0.00047,2.88,32.4,91.6,64.0
615,2929,1.1728,1.0313,0.0089,0.0,0.0,,0.0,0.000469,1.68,32.4,91.6,64.0
620,2929,1.973,1.6484,0.0337,0.0,0.0,,0.0,0.000469,2.54,32.4,91.6,64.0
625,2929,1.3096,1.1817,0.0098,0.0,0.0,,0.0,0.000468,1.82,32.4,91.6,64.0
630,2929,1.1232,1.0122,0.0115,0.0,0.0,,0.0,0.000467,1.87,32.4,91.6,63.9
635,2929,1.185,1.023,0.0094,0.0,0.0,,0.0,0.000467,1.56,32.4,91.6,63.9
640,2929,1.2776,1.1588,0.0103,0.0,0.0028,,0.0,0.000466,7.86,32.4,91.6,63.9
645,2929,1.0384,0.9073,0.0142,0.0,0.0,,0.0,0.000465,1.32,32.4,91.6,63.9
650,2929,1.1153,1.0319,0.0085,0.0,0.0,,0.0,0.000465,1.57,32.4,91.6,63.8
655,2929,1.0893,0.9674,0.008,0.0,0.0,,0.0,0.000464,1.13,32.4,91.6,64.0
660,2929,1.4275,1.195,0.0163,0.0,0.0,,0.0,0.000463,4.7,32.4,91.6,64.0
665,2929,1.1816,1.0621,0.0061,0.0,0.0,,0.0,0.000462,2.91,32.4,91.6,64.0
670,2929,1.6948,1.4441,0.0114,0.0,0.0011,,0.0,0.000462,2.33,32.4,91.6,64.0
675,2929,1.0172,0.9138,0.0106,0.0,0.0,,0.0,0.000461,1.26,32.4,91.6,63.9
680,2929,1.3637,1.1849,0.0052,0.0,0.0,,0.0,0.00046,2.82,32.4,91.6,63.9
685,2929,2.1029,1.8525,0.0564,0.0,0.0,,0.0,0.00046,1.77,32.4,91.6,63.9
690,2929,1.4756,1.3055,0.0106,0.0,0.0,,0.0,0.000459,2.01,32.4,91.6,63.9
695,2929,1.0382,0.9288,0.0061,0.0,0.0,,0.0,0.000458,0.98,32.4,91.6,63.8
700,2929,1.3781,1.1611,0.0127,0.0,0.0,,0.0,0.000457,2.38,32.4,91.6,63.8
705,2929,1.1013,0.9789,0.0079,0.0,0.0,,0.0,0.000457,17.54,32.4,91.6,64.1
710,2929,1.2586,1.096,0.0088,0.0001,0.0051,,0.0,0.000456,1.14,32.4,91.6,64.0
715,2929,1.2773,1.122,0.0093,0.0,0.0,,0.0,0.000455,3.1,32.4,91.6,64.0
720,2929,1.1554,1.027,0.0088,0.0,0.0,,0.0,0.000454,4.27,32.4,91.6,64.0
725,2929,1.1735,1.0361,0.006,0.0,0.0,,0.0,0.000454,2.34,32.4,91.6,64.0
730,2929,1.5306,1.3275,0.0055,0.0,0.0,,0.0,0.000453,2.26,32.4,91.6,63.9
735,2929,1.13,0.9883,0.0053,0.0,0.0075,,0.0,0.000452,1.41,32.4,91.6,63.9
740,2929,1.0704,0.9617,0.0072,0.0,0.0,,0.0,0.000451,1.42,32.4,91.6,63.9
745,2929,0.9421,0.8383,0.0081,0.0,0.0,,0.0,0.00045,1.1,32.4,91.6,63.9
750,2929,1.3354,1.1714,0.0124,0.0,0.0,,0.0,0.00045,2.38,32.4,91.6,63.8
755,2929,1.4004,1.2367,0.0251,0.0,0.0,,0.0,0.000449,1.81,32.4,91.6,64.0
760,2929,1.3396,1.2185,0.0113,0.0001,0.0017,,0.0,0.000448,4.41,32.4,91.6,64.0
765,2929,2.395,1.7018,0.041,5.8222,0.0,,0.0,0.000447,97.63,32.4,91.6,64.0
770,2929,2.9968,1.4916,0.5013,12.6776,0.0014,,0.0514,0.000446,53.83,32.4,91.6,64.0
775,2929,2.8984,1.6816,1.1417,7.8081,0.0049,,0.0,0.000446,10.62,32.4,91.6,63.9
780,2929,1.3315,1.09,0.1472,0.9835,0.0015,,0.0139,0.000445,3.44,32.4,91.6,63.9
785,2929,1.5352,1.3789,0.0378,0.0,0.0,,0.0,0.000444,1.11,32.4,91.6,63.9
790,2929,1.4305,1.3231,0.0208,0.002,0.0019,,0.0,0.000443,1.75,32.4,91.6,63.9
795,2929,1.1132,1.0214,0.0103,0.0,0.0,,0.0,0.000442,2.26,32.4,91.6,63.9
800,2929,1.146,1.0423,0.0168,0.0,0.0,,0.0,0.000441,1.66,32.4,91.6,63.8
805,2929,1.7585,1.526,0.1917,0.0012,0.0006,,0.0,0.000441,3.02,32.4,91.6,64.1
810,2929,1.4034,1.1925,0.0477,0.3082,0.0006,,0.0,0.00044,1.82,32.4,91.6,64.0
815,2929,2.755,2.6356,0.0243,0.0,0.0006,,0.0,0.000439,1.21,32.4,91.6,64.0
820,2929,1.2842,1.1284,0.017,0.0003,0.0,,0.0,0.000438,1.3,32.4,91.6,64.0
825,2929,1.4423,1.2189,0.0182,0.0162,0.0003,,0.0,0.000437,1.04,32.4,91.6,64.0
830,2929,1.2946,1.1383,0.0204,0.0,0.0,,0.0,0.000436,1.32,32.4,91.6,64.0
835,2929,1.1782,1.045,0.0122,0.0,0.0,,0.0,0.000435,1.4,32.4,91.6,63.9
840,2929,1.4667,1.2547,0.0149,0.0,0.0,,0.0,0.000434,1.15,32.4,91.6,63.9
845,2929,1.3777,1.1842,0.0095,0.0,0.0,,0.0,0.000434,1.56,32.4,91.6,63.9
850,2929,1.2537,1.0549,0.0075,0.0001,0.0,,0.0,0.000433,1.12,32.4,91.6,63.9
855,2929,1.5847,1.3906,0.0111,0.0,0.0,,0.0,0.000432,1.4,32.4,91.6,64.0
860,2929,1.06,0.9494,0.0063,0.0,0.0,,0.0,0.000431,1.99,32.4,91.6,64.0
865,2929,1.3745,1.1663,0.0186,0.0,0.0069,,0.0057,0.00043,2.01,32.4,91.6,64.0
870,2929,1.9029,1.6428,0.0512,0.0,0.0,,0.0,0.000429,1.43,32.4,91.6,64.0
875,2929,1.4697,1.2695,0.0113,0.0,0.0007,,0.0,0.000428,0.72,32.4,91.6,64.0
880,2929,1.2172,1.076,0.0133,0.0,0.0,,0.0,0.000427,1.2,32.4,91.6,63.9
885,2929,1.5753,1.3966,0.0071,0.0,0.0,,0.0,0.000426,0.79,32.4,91.6,63.9
890,2929,1.0895,0.9432,0.0077,0.0,0.0,,0.0,0.000425,0.93,32.4,91.6,63.9
895,2929,1.2041,1.0796,0.0092,0.0,0.0,,0.0,0.000424,0.72,32.4,91.6,63.9
900,2929,1.1463,0.9933,0.0115,0.0,0.0,,0.0,0.000423,0.93,32.4,91.6,63.9
905,2929,1.3329,1.1199,0.0073,0.0,0.0,,0.0,0.000422,1.73,32.4,91.6,64.1
