step,total_steps,loss,kd_kl,stop_anchor,steer,steer_rep,rep_kl,rep_traj,lr,grad_norm,mem_gib,mem_peak_gib,s_per_step
765,2974,1.1413,1.0386,0.0181,0.0,0.0012,,0.0,0.000449,1.71,32.4,91.6,64.0
770,2974,1.2257,1.0774,0.0068,0.0,0.0,,0.0,0.000448,1.8,32.4,91.6,64.0
775,2974,1.2244,1.0676,0.0171,0.0,0.0,,0.0,0.000448,1.91,32.4,91.6,64.0
780,2974,1.5046,1.3227,0.0095,0.0,0.0,,0.0,0.000447,2.37,32.4,91.6,63.9
785,2974,1.6356,1.5031,0.0076,0.0,0.0,,0.0,0.000446,3.4,32.4,91.6,63.9
790,2974,1.0499,0.9099,0.0221,0.0,0.0,,0.0,0.000445,2.04,32.4,91.6,63.9
795,2974,2.5776,2.3994,0.2441,0.1239,0.0,,0.0,0.000444,1.21,32.4,91.6,63.9
800,2974,1.3186,1.144,0.0081,0.0,0.0006,,0.0,0.000443,1.06,32.4,91.6,63.9
805,2974,1.3745,1.2439,0.0098,0.0,0.0,,0.0,0.000443,1.49,32.4,91.6,64.1
810,2974,1.4003,1.2587,0.0094,0.0,0.0,,0.0,0.000442,3.15,32.4,91.6,64.1
815,2974,1.2231,1.1141,0.0107,0.0,0.0,,0.0,0.000441,1.49,32.4,91.6,64.0
820,2974,1.3401,1.2343,0.0212,0.0,0.0,,0.0,0.00044,1.43,32.4,91.6,64.0
