step,tensor,flip_pct,zero_to_nonzero,nonzero_to_zero,sign_flips,densify_ratio,net_density_delta,scale_drift_pct,flip_pct_delta,z2nz_delta
500,model.layers.20.self_attn.o_proj,4.2222,438464,269778,124,1.6252770796729163,168686,2.72,1.588,152418
500,model.layers.25.mlp.gate_proj,5.2123,1603452,1019887,118,1.5721859382460999,583565,2.9,1.9602,551354
500,model.layers.30.mlp.up_proj,4.3047,1197598,968987,32,1.2359278297851262,228611,2.62,1.7357,448559
500,model.layers.35.mlp.down_proj,2.9238,684926,786645,29,0.8706926250087397,-101719,2.31,1.1515,258283
600,model.layers.0.self_attn.q_proj,8.3254,595118,799547,2103,0.7443189706171119,-204429,5.01,2.0666,144337
600,model.layers.5.self_attn.k_proj,6.119,124462,132149,38,0.9418308121892712,-7687,3.31,1.5215,29090
600,model.layers.10.self_attn.v_proj,4.3091,106356,74366,13,1.4301697012075412,31990,2.66,1.1752,26646
600,model.layers.15.self_attn.o_proj,5.2158,503381,371404,281,1.355346199825527,131977,3.04,1.4075,124636
600,model.layers.20.self_attn.o_proj,5.7429,577660,385550,292,1.498275191285177,192110,3.15,1.5207,139196
600,model.layers.25.mlp.gate_proj,7.0067,2084636,1441586,383,1.446071202134316,643050,3.27,1.7944,481184
600,model.layers.30.mlp.up_proj,5.9311,1598943,1386178,97,1.1534903886802417,212765,2.96,1.6264,401345
600,model.layers.35.mlp.down_proj,4.064,934480,1110911,84,0.8411834971478364,-176431,2.6,1.1402,249554
700,model.layers.0.self_attn.q_proj,10.1893,726281,979024,4170,0.7418418751736423,-252743,6.1,1.8639,131163
700,model.layers.5.self_attn.k_proj,7.6542,153357,167589,95,0.9150779585772336,-14232,3.82,1.5352,28895
700,model.layers.10.self_attn.v_proj,5.4011,129952,96550,35,1.3459554634904194,33402,2.92,1.092,23596
700,model.layers.15.self_attn.o_proj,6.507,614631,476528,536,1.2898108820468053,138103,3.44,1.2912,111250
700,model.layers.20.self_attn.o_proj,7.2145,708203,501594,602,1.4119048473466589,206609,3.62,1.4716,130543
700,model.layers.25.mlp.gate_proj,8.7825,2545224,1874234,944,1.3580075913679934,670990,3.69,1.7758,460588
700,model.layers.30.mlp.up_proj,7.5527,1988746,1812292,357,1.0973651045195807,176454,3.33,1.6216,389803
700,model.layers.35.mlp.down_proj,5.2214,1184176,1443664,166,0.8202573451994369,-259488,2.93,1.1574,249696
800,model.layers.0.self_attn.q_proj,11.8578,842202,1140582,6631,0.7383967132569162,-298380,7.17,1.6685,115921
800,model.layers.5.self_attn.k_proj,9.1201,180356,201963,206,0.89301505721345,-21607,4.43,1.4659,26999
800,model.layers.10.self_attn.v_proj,6.4687,152680,118587,51,1.2874935701215142,34093,3.19,1.0676,22728
800,model.layers.15.self_attn.o_proj,7.7111,716344,576566,791,1.2424319158604566,139778,3.86,1.2041,101713
800,model.layers.20.self_attn.o_proj,8.5083,819618,606878,966,1.350548215621591,212740,4.11,1.2938,111415
800,model.layers.25.mlp.gate_proj,10.4017,2953963,2279421,1966,1.2959269042445427,674542,4.16,1.6192,408739
800,model.layers.30.mlp.up_proj,9.0707,2346093,2218480,855,1.0575227182575457,127613,3.72,1.518,357347
800,model.layers.35.mlp.down_proj,6.4667,1450863,1803547,385,0.8044497870030557,-352684,3.34,1.2453,266687
